EmployeeNumber,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,BusinessTravel,DistanceFromHome,OverTime,MonthlyIncome,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AttritionFlag,Attrition
1921,41,Male,Divorced,Research & Development,Healthcare Representative,3,Technical Degree,Travel_Rarely,15,Yes,4716,0,0,0,2,1,2,2,0,4,2,3,3,3,0,No
1924,43,Male,Married,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,6,Yes,5575,3,13,1,2,0,2,2,0,1,4,3,3,3,0,No
1927,50,Female,Single,Research & Development,Laboratory Technician,3,Marketing,Travel_Rarely,1,No,3896,0,0,0,5,0,2,2,3,1,3,4,3,3,0,No
1928,42,Male,Single,Human Resources,Human Resources,1,Other,Non-Travel,3,No,5808,0,4,3,7,4,4,2,4,4,4,2,3,4,1,Yes
1929,42,Male,Married,Research & Development,Laboratory Technician,4,Technical Degree,Travel_Rarely,7,No,2765,0,6,0,11,2,1,2,0,4,1,2,3,3,1,Yes
1932,27,Female,Married,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,5,No,2879,1,17,2,9,1,1,2,4,3,3,3,3,3,0,No
1934,60,Female,Married,Research & Development,Research Scientist,2,Life Sciences,Travel_Rarely,4,No,5404,0,2,0,2,2,2,1,3,4,3,3,4,3,0,No
1935,44,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,Travel_Rarely,1,No,10448,2,13,9,5,2,1,3,3,2,1,3,3,3,0,No
1936,46,Female,Divorced,Research & Development,Research Director,3,Medical,Travel_Rarely,11,Yes,15349,0,14,0,4,0,0,1,3,2,2,4,2,3,0,No
1940,43,Female,Divorced,Sales,Manager,2,Technical Degree,Travel_Rarely,7,Yes,16283,1,10,8,3,2,3,2,2,4,2,4,4,3,0,No
1941,36,Male,Single,Sales,Manager,4,Marketing,Travel_Rarely,27,Yes,16723,1,5,5,5,0,5,5,0,2,3,3,2,3,0,No
1943,30,Male,Single,Research & Development,Research Director,3,Marketing,Travel_Rarely,5,No,15208,2,20,0,4,2,0,0,4,4,2,1,4,4,0,No
1944,39,Female,Single,Sales,Sales Representative,1,Marketing,Travel_Rarely,6,No,3513,1,16,1,3,3,3,0,4,1,4,3,3,3,0,No
1946,43,Female,Married,Sales,Sales Representative,5,Life Sciences,Travel_Rarely,12,No,2221,1,0,1,2,0,2,2,1,3,3,2,3,3,0,No
1947,41,Female,Married,Research & Development,Manufacturing Director,1,Life Sciences,Non-Travel,1,Yes,11990,0,11,1,3,3,1,0,2,3,2,2,3,3,0,No
1948,54,Female,Married,Human Resources,Manager,4,Marketing,Travel_Rarely,14,Yes,16747,0,15,1,6,5,0,1,1,3,4,3,3,3,0,No
1949,39,Female,Married,Research & Development,Research Director,2,Marketing,Travel_Frequently,11,No,15461,1,28,7,1,1,1,1,3,4,1,4,3,3,0,No
1950,52,Male,Divorced,Human Resources,Human Resources,2,Medical,Travel_Rarely,17,No,4237,0,11,5,19,2,4,6,2,3,4,1,3,3,0,No
1952,41,Female,Single,Human Resources,Human Resources,2,Life Sciences,Travel_Rarely,8,No,3843,1,11,3,3,1,3,2,4,2,4,3,3,3,1,Yes
1954,52,Male,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,8,No,1009,1,19,1,4,0,4,2,2,3,2,2,3,3,0,No
1956,31,Female,Married,Human Resources,Human Resources,4,Life Sciences,Non-Travel,4,Yes,6332,2,25,1,3,2,0,2,2,2,3,3,4,4,1,Yes
1957,55,Female,Divorced,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,8,No,13913,0,10,2,18,2,9,3,2,3,3,3,2,3,0,No
1958,31,Female,Married,Human Resources,Human Resources,1,Technical Degree,Non-Travel,15,No,5929,1,7,5,13,1,1,5,4,2,1,2,3,3,0,No
1959,30,Male,Single,Research & Development,Laboratory Technician,2,Marketing,Travel_Rarely,14,No,1719,0,6,2,1,0,1,1,4,2,4,4,3,3,0,No
1960,40,Male,Divorced,Sales,Sales Representative,4,Technical Degree,Travel_Frequently,11,No,1694,0,14,3,8,0,5,8,4,4,3,3,3,3,1,Yes
1961,40,Male,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,5,No,3878,1,23,2,20,2,10,0,3,1,3,3,4,3,0,No
1962,54,Male,Married,Human Resources,Manager,3,Life Sciences,Travel_Rarely,7,No,17017,1,8,6,10,1,3,7,3,3,3,3,3,3,0,No
1963,36,Male,Married,Sales,Manager,3,Other,Travel_Rarely,2,Yes,17274,2,5,6,5,5,2,5,4,4,4,2,4,3,0,No
1964,49,Female,Single,Human Resources,Manager,2,Life Sciences,Non-Travel,1,No,15944,1,22,7,4,1,0,0,1,3,2,3,3,3,0,No
1966,34,Male,Married,Human Resources,Human Resources,4,Human Resources,Non-Travel,10,No,6950,1,10,3,2,2,2,2,1,4,3,3,1,3,0,No
1968,18,Male,Married,Research & Development,Laboratory Technician,1,Life Sciences,Travel_Rarely,3,No,2037,1,1,0,0,0,0,0,4,3,2,1,1,4,1,Yes
1970,43,Female,Married,Human Resources,Human Resources,1,Life Sciences,Travel_Rarely,1,No,3008,0,7,1,10,2,4,3,3,4,2,4,2,3,1,Yes
1974,27,Male,Married,Human Resources,Human Resources,2,Marketing,Travel_Rarely,3,No,2541,0,25,1,1,1,1,1,1,3,1,3,3,4,0,No
1976,39,Female,Single,Human Resources,Human Resources,4,Technical Degree,Travel_Rarely,1,No,4533,0,0,1,0,0,0,0,4,4,2,3,3,3,0,No
1979,41,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,15,No,8061,1,11,1,6,3,3,2,2,4,2,2,2,4,0,No
1980,23,Male,Single,Research & Development,Research Scientist,4,Technical Degree,Travel_Rarely,1,Yes,5862,1,13,0,5,2,5,2,2,3,1,3,3,3,0,No
1981,31,Male,Married,Sales,Manager,3,Life Sciences,Non-Travel,11,No,17617,1,1,0,2,1,2,1,3,4,3,3,3,3,0,No
1982,29,Female,Married,Research & Development,Research Director,1,Marketing,Non-Travel,4,No,14626,0,11,2,11,5,0,6,5,2,4,3,4,3,1,Yes
1984,26,Female,Married,Research & Development,Manufacturing Director,5,Medical,Travel_Frequently,25,No,16915,2,6,3,1,1,1,1,3,4,2,3,2,4,0,No
1990,27,Female,Single,Research & Development,Healthcare Representative,3,Other,Non-Travel,2,No,9591,1,7,2,3,3,1,1,1,3,2,2,3,3,0,No
1991,41,Female,Married,Research & Development,Research Director,1,Marketing,Non-Travel,12,No,18958,1,13,0,12,7,0,1,0,1,2,2,3,3,1,Yes
1994,45,Female,Single,Research & Development,Manufacturing Director,3,Technical Degree,Travel_Rarely,13,No,13626,1,13,4,0,0,0,0,0,3,3,3,4,3,0,No
1996,48,Male,Divorced,Human Resources,Manager,1,Medical,Non-Travel,1,Yes,17117,1,33,0,3,3,3,2,2,1,3,2,3,3,0,No
1997,41,Male,Married,Human Resources,Manager,3,Technical Degree,Travel_Frequently,18,No,16054,0,15,0,0,0,0,0,3,4,4,2,2,3,0,No
1999,33,Male,Married,Sales,Sales Representative,2,Medical,Travel_Rarely,3,Yes,3849,1,15,2,0,0,0,0,3,4,4,3,3,3,1,Yes
2001,18,Female,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,29,No,9933,0,0,0,0,0,0,0,0,3,4,4,3,3,1,Yes
2002,36,Female,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,1,Yes,2428,0,14,3,4,1,0,1,6,1,3,3,1,4,1,Yes
2003,21,Male,Divorced,Human Resources,Manager,3,Life Sciences,Travel_Rarely,6,No,17303,0,0,0,1,1,1,0,1,1,3,3,3,3,0,No
2007,30,Female,Divorced,Research & Development,Research Scientist,4,Human Resources,Travel_Frequently,2,Yes,5413,0,16,2,6,3,3,1,3,3,1,3,3,3,0,No
2010,37,Male,Married,Human Resources,Human Resources,4,Medical,Travel_Rarely,15,No,5164,1,7,4,3,0,3,1,2,3,1,4,2,4,1,Yes
2011,27,Female,Married,Sales,Sales Representative,2,Medical,Travel_Frequently,2,No,1224,2,5,0,9,0,1,1,6,2,3,1,3,3,0,No
2012,41,Female,Divorced,Sales,Manager,3,Life Sciences,Travel_Rarely,11,No,16091,0,10,1,23,1,2,2,2,2,4,4,4,3,0,No
2020,34,Female,Married,Human Resources,Manager,3,Medical,Non-Travel,2,Yes,16449,2,13,1,13,1,4,0,4,1,4,2,3,3,0,No
2021,44,Male,Married,Human Resources,Human Resources,4,Marketing,Travel_Frequently,27,No,3856,3,23,7,11,9,2,1,1,3,4,2,2,3,0,No
2022,54,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,2,No,2270,0,8,6,15,0,0,1,4,3,1,3,3,3,0,No
2024,42,Female,Single,Research & Development,Laboratory Technician,4,Medical,Travel_Rarely,8,Yes,4843,1,14,0,16,0,0,1,3,4,4,4,3,4,0,No
2025,31,Male,Single,Sales,Sales Representative,2,Marketing,Travel_Rarely,1,No,2802,0,8,2,2,2,2,0,0,4,4,3,3,3,1,Yes
2027,18,Female,Single,Human Resources,Manager,3,Life Sciences,Travel_Frequently,23,No,19588,1,11,1,0,0,0,0,3,3,1,3,3,3,1,Yes
2028,29,Male,Single,Sales,Sales Representative,3,Life Sciences,Non-Travel,6,Yes,2051,0,17,0,5,0,2,3,2,4,2,4,2,3,1,Yes
2030,50,Female,Divorced,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,8,No,10431,0,15,7,2,2,0,1,3,4,4,3,3,4,1,Yes
2031,46,Male,Single,Sales,Manager,1,Life Sciences,Travel_Frequently,5,No,16394,1,2,2,3,1,1,1,4,3,3,4,1,3,0,No
2033,40,Male,Married,Human Resources,Manager,3,Life Sciences,Travel_Rarely,1,No,15895,0,8,1,1,1,0,1,3,2,3,2,3,3,0,No
2037,44,Male,Married,Sales,Sales Representative,1,Life Sciences,Non-Travel,15,No,4823,3,24,0,7,3,7,0,3,4,4,3,1,3,0,No
2038,37,Male,Married,Research & Development,Laboratory Technician,2,Life Sciences,Travel_Rarely,3,Yes,3513,2,24,2,3,3,2,3,2,1,1,2,4,3,0,No
2040,29,Male,Divorced,Research & Development,Research Scientist,3,Technical Degree,Travel_Rarely,1,No,5179,2,19,1,0,0,0,0,0,1,2,3,4,3,0,No
2041,28,Male,Divorced,Research & Development,Healthcare Representative,2,Life Sciences,Travel_Frequently,1,No,7544,3,0,7,1,1,0,1,3,2,3,4,4,3,0,No
2043,47,Male,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,1,No,3124,0,0,3,4,1,2,1,4,1,1,4,3,3,1,Yes
2045,31,Male,Divorced,Research & Development,Research Director,2,Other,Travel_Rarely,13,No,15157,0,0,0,0,0,0,0,3,3,1,4,2,3,1,Yes
2046,36,Male,Single,Research & Development,Laboratory Technician,4,Marketing,Travel_Rarely,12,No,5046,0,13,3,1,0,1,1,3,2,4,3,3,4,1,Yes
2048,34,Female,Married,Sales,Manager,3,Life Sciences,Travel_Rarely,1,Yes,17594,1,12,1,8,0,1,4,2,4,4,3,3,4,0,No
2049,22,Female,Married,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,18,No,12421,1,3,0,4,4,0,3,2,4,1,4,3,3,0,No
2051,33,Male,Single,Sales,Sales Representative,3,Other,Non-Travel,1,No,1453,3,6,1,15,0,2,2,4,4,3,1,2,3,0,No
2052,29,Male,Divorced,Research & Development,Laboratory Technician,1,Life Sciences,Travel_Frequently,10,Yes,2412,1,28,4,3,0,1,0,5,3,4,4,4,3,1,Yes
2054,44,Female,Single,Research & Development,Research Scientist,4,Marketing,Non-Travel,7,No,4295,0,5,7,5,0,4,5,2,3,4,2,3,3,0,No
2055,22,Female,Married,Human Resources,Human Resources,4,Life Sciences,Travel_Rarely,1,Yes,4592,0,15,0,2,2,2,2,4,1,1,3,1,3,0,No
2056,28,Female,Married,Sales,Sales Executive,3,Medical,Travel_Frequently,7,No,4853,1,8,7,3,0,2,1,1,3,3,2,3,3,0,No
2058,33,Female,Divorced,Research & Development,Research Scientist,3,Medical,Travel_Rarely,15,Yes,5511,1,0,2,2,1,1,2,3,1,4,3,2,3,0,No
2059,33,Male,Divorced,Research & Development,Healthcare Representative,2,Life Sciences,Travel_Frequently,16,No,6904,3,14,1,3,3,1,3,2,4,3,1,2,3,0,No
2060,49,Male,Single,Human Resources,Human Resources,4,Human Resources,Travel_Rarely,2,No,4213,0,6,3,10,0,0,1,3,3,2,3,3,3,0,No
2061,47,Male,Single,Human Resources,Human Resources,3,Life Sciences,Non-Travel,17,Yes,5124,2,0,0,1,1,1,1,1,3,1,3,3,3,0,No
2064,30,Male,Married,Sales,Sales Representative,2,Marketing,Non-Travel,11,No,1486,1,23,3,1,1,0,1,3,4,4,4,3,3,0,No
2066,34,Female,Divorced,Research & Development,Research Scientist,3,Other,Travel_Rarely,1,No,4750,1,14,0,1,1,1,1,1,3,4,4,2,3,0,No
2068,42,Female,Divorced,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,1,No,16183,0,3,1,8,4,6,1,2,4,4,3,3,4,0,No
2069,44,Male,Single,Human Resources,Human Resources,1,Marketing,Travel_Rarely,13,No,2857,1,8,0,4,1,1,4,4,4,2,3,3,3,0,No
2071,39,Male,Married,Research & Development,Research Director,3,Marketing,Travel_Rarely,1,No,14000,3,15,9,18,5,17,0,2,4,4,4,3,4,0,No
2072,25,Male,Divorced,Research & Development,Research Director,4,Life Sciences,Non-Travel,4,No,14928,0,19,4,1,1,1,1,2,3,3,4,2,3,0,No
2073,51,Male,Divorced,Sales,Sales Executive,4,Human Resources,Travel_Frequently,4,No,4352,0,11,3,3,3,0,0,3,2,1,3,3,3,0,No
2078,43,Female,Divorced,Sales,Sales Executive,4,Life Sciences,Non-Travel,6,Yes,5893,0,11,0,2,1,2,2,4,2,2,3,3,3,1,Yes
2079,38,Female,Divorced,Human Resources,Manager,3,Life Sciences,Non-Travel,23,No,17922,0,8,4,3,3,3,3,3,4,4,3,3,3,0,No
2080,34,Female,Single,Research & Development,Laboratory Technician,4,Technical Degree,Travel_Frequently,6,Yes,4094,1,20,0,16,7,1,4,1,3,4,3,3,3,1,Yes
2081,37,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,5,Yes,16188,1,20,1,6,5,4,0,3,2,4,3,4,3,0,No
2084,24,Male,Divorced,Research & Development,Healthcare Representative,5,Technical Degree,Travel_Frequently,6,Yes,9201,0,10,3,4,4,2,4,3,3,3,3,3,3,1,Yes
2086,34,Male,Single,Research & Development,Manufacturing Director,2,Life Sciences,Travel_Rarely,14,Yes,14666,0,6,5,9,2,7,1,3,1,4,4,3,3,0,No
2087,40,Female,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,29,No,2961,0,29,0,7,3,7,1,5,1,4,2,2,3,0,No
2088,38,Male,Married,Research & Development,Manufacturing Director,3,Marketing,Non-Travel,1,Yes,12809,0,16,5,2,2,2,0,1,2,2,3,3,3,0,No
2090,37,Male,Married,Sales,Manager,4,Life Sciences,Travel_Rarely,1,No,14989,0,8,0,16,2,1,0,5,3,1,3,4,3,1,Yes
2091,29,Female,Single,Sales,Manager,4,Life Sciences,Non-Travel,4,No,17287,2,0,3,0,0,0,0,2,3,4,2,3,4,0,No
2095,50,Female,Married,Research & Development,Laboratory Technician,2,Life Sciences,Non-Travel,14,No,3232,1,8,0,15,1,5,0,2,3,4,3,2,3,0,No
2097,42,Female,Single,Sales,Sales Executive,4,Marketing,Travel_Rarely,1,No,7780,2,17,3,9,0,0,1,3,1,1,2,3,3,0,No
2100,41,Male,Divorced,Research & Development,Research Director,2,Life Sciences,Travel_Rarely,4,No,16286,0,2,5,17,0,0,0,3,3,4,3,3,3,0,No
2101,42,Female,Divorced,Sales,Sales Executive,5,Human Resources,Travel_Rarely,8,Yes,6094,0,0,1,0,0,0,0,2,4,1,2,3,3,1,Yes
2102,32,Male,Married,Sales,Manager,3,Marketing,Travel_Rarely,29,No,15662,3,11,4,4,4,4,0,3,3,4,2,4,3,0,No
2103,31,Male,Divorced,Human Resources,Human Resources,2,Technical Degree,Travel_Rarely,10,Yes,3510,0,2,5,4,1,1,0,3,3,4,2,3,3,0,No
2104,45,Male,Single,Sales,Sales Representative,2,Medical,Non-Travel,10,No,1009,1,14,1,5,1,0,1,3,1,3,2,4,3,0,No
2109,44,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,2,No,4015,1,6,2,7,3,2,2,4,1,4,3,1,3,0,No
2110,60,Male,Married,Human Resources,Manager,2,Life Sciences,Travel_Rarely,1,No,16111,1,13,0,9,9,9,0,6,3,2,2,3,3,0,No
2111,25,Male,Single,Sales,Sales Representative,2,Medical,Travel_Rarely,15,No,2441,1,1,8,4,3,1,4,1,1,2,3,2,3,0,No
2112,48,Male,Married,Human Resources,Manager,2,Life Sciences,Travel_Frequently,3,Yes,17249,0,18,0,2,2,2,1,3,4,3,3,3,3,1,Yes
2113,48,Male,Single,Sales,Sales Representative,4,Other,Travel_Rarely,17,No,2619,1,10,6,0,0,0,0,3,3,2,3,3,3,1,Yes
2117,42,Male,Married,Sales,Sales Executive,4,Human Resources,Travel_Rarely,18,No,7083,3,2,0,4,4,4,4,2,4,3,3,2,3,0,No
2120,40,Female,Single,Sales,Manager,2,Life Sciences,Travel_Frequently,3,No,17847,0,8,1,18,1,0,0,3,1,1,3,3,3,0,No
2121,34,Female,Divorced,Sales,Sales Representative,1,Life Sciences,Travel_Rarely,20,No,1766,0,14,2,16,4,0,12,3,3,2,3,3,3,1,Yes
2123,25,Female,Married,Research & Development,Healthcare Representative,3,Life Sciences,Travel_Rarely,3,No,8933,1,8,2,7,3,5,2,0,1,4,1,3,3,0,No
2125,32,Female,Single,Sales,Manager,2,Medical,Non-Travel,4,No,16738,0,20,2,14,2,2,4,2,4,3,3,3,3,0,No
2126,19,Male,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,1,No,3232,1,7,2,1,1,1,1,3,2,2,4,4,3,1,Yes
2127,33,Male,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,14,Yes,8463,1,11,2,15,1,15,0,3,4,4,3,4,3,0,No
2128,34,Male,Married,Sales,Sales Executive,4,Medical,Travel_Rarely,29,Yes,4415,0,24,2,0,0,0,0,4,2,4,3,3,3,0,No
2132,43,Male,Single,Sales,Manager,4,Life Sciences,Travel_Rarely,2,Yes,16054,1,22,0,9,0,1,5,4,3,3,2,3,3,0,No
2133,33,Female,Single,Sales,Manager,2,Life Sciences,Travel_Rarely,11,Yes,18699,0,12,0,6,1,4,0,0,1,4,3,2,3,0,No
2134,37,Female,Married,Sales,Manager,2,Marketing,Travel_Rarely,1,Yes,17128,2,0,0,2,0,2,2,3,2,4,2,3,3,0,No
2135,39,Male,Divorced,Research & Development,Research Scientist,3,Medical,Travel_Rarely,12,No,4238,2,14,0,0,0,0,0,4,1,4,3,2,3,1,Yes
2136,34,Male,Married,Research & Development,Research Director,3,Life Sciences,Travel_Rarely,10,No,17813,1,10,9,6,1,3,1,1,3,1,4,4,3,0,No
2137,39,Male,Single,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,7,Yes,1747,1,16,0,5,2,3,4,1,2,3,3,4,3,1,Yes
2138,36,Male,Married,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,4,No,3152,0,21,5,13,1,1,0,3,3,1,2,3,3,0,No
2141,33,Female,Married,Research & Development,Research Scientist,4,Other,Non-Travel,2,No,7517,0,12,6,1,1,1,1,3,4,4,3,3,3,1,Yes
2147,48,Female,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,5,No,4282,0,4,1,4,0,2,0,0,1,2,3,2,3,0,No
2148,33,Male,Married,Sales,Sales Representative,3,Medical,Travel_Rarely,11,Yes,5052,0,0,3,6,1,4,2,0,4,4,2,2,3,0,No
2149,31,Male,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,3,No,15696,2,9,0,6,6,1,6,3,2,2,3,2,3,0,No
2150,45,Male,Married,Human Resources,Manager,3,Medical,Travel_Frequently,2,Yes,18183,0,7,1,1,1,0,0,2,2,4,2,3,3,1,Yes
2151,28,Male,Single,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,8,No,1993,1,14,9,0,0,0,0,3,4,4,1,3,3,0,No
2152,37,Female,Married,Research & Development,Research Scientist,4,Human Resources,Travel_Rarely,3,No,5725,1,12,2,6,5,6,0,3,1,1,3,3,4,1,Yes
2153,31,Female,Married,Human Resources,Human Resources,3,Medical,Travel_Rarely,14,Yes,4051,1,8,0,8,1,2,1,2,4,3,3,4,4,0,No
2154,36,Male,Married,Research & Development,Healthcare Representative,3,Medical,Travel_Rarely,7,No,8704,1,17,4,11,1,3,0,2,4,1,2,3,3,1,Yes
2155,32,Male,Single,Research & Development,Manufacturing Director,4,Life Sciences,Non-Travel,29,Yes,11022,0,9,0,2,2,2,0,5,2,1,3,4,3,0,No
2156,27,Male,Married,Human Resources,Human Resources,3,Marketing,Non-Travel,4,No,5269,0,11,7,0,0,0,0,4,4,3,3,4,4,1,Yes
2157,35,Male,Married,Sales,Manager,3,Life Sciences,Non-Travel,25,No,18730,0,19,4,7,0,2,1,1,3,2,3,3,3,0,No
2158,32,Female,Single,Research & Development,Healthcare Representative,2,Medical,Travel_Rarely,5,No,4187,2,27,9,3,3,1,1,2,1,4,2,2,3,0,No
2160,33,Male,Married,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,15,Yes,1009,1,2,0,15,0,2,0,3,1,4,3,3,4,0,No
2162,27,Male,Single,Research & Development,Manufacturing Director,3,Marketing,Travel_Rarely,1,No,14508,0,9,1,5,5,5,1,3,2,3,3,3,3,1,Yes
2164,55,Male,Divorced,Research & Development,Laboratory Technician,3,Life Sciences,Travel_Rarely,2,No,4318,0,4,6,16,1,14,0,2,3,2,2,2,4,0,No
2166,39,Male,Single,Human Resources,Manager,3,Medical,Non-Travel,2,No,19748,2,12,3,4,1,4,0,2,3,1,3,3,3,1,Yes
2167,24,Female,Married,Sales,Sales Representative,2,Life Sciences,Travel_Rarely,2,Yes,1854,1,5,1,3,3,3,2,4,4,3,3,3,3,1,Yes
2168,39,Female,Single,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,13,Yes,5661,0,0,0,1,1,0,1,3,3,3,3,2,3,1,Yes
2169,27,Male,Single,Research & Development,Research Director,2,Technical Degree,Travel_Rarely,5,Yes,16653,2,5,1,9,9,2,2,3,3,1,2,4,3,0,No
2171,52,Male,Married,Sales,Sales Representative,4,Medical,Travel_Rarely,15,No,3884,0,5,1,0,0,0,0,0,4,2,1,3,3,0,No
2172,34,Male,Married,Sales,Sales Executive,3,Life Sciences,Travel_Rarely,8,Yes,5793,1,18,1,6,6,2,1,2,3,3,4,3,3,0,No
2174,36,Male,Married,Research & Development,Healthcare Representative,4,Marketing,Travel_Rarely,6,No,7209,0,15,4,1,1,1,1,2,1,3,2,3,3,0,No
2176,42,Male,Single,Research & Development,Laboratory Technician,4,Life Sciences,Travel_Rarely,29,No,2893,1,11,5,0,0,0,0,3,2,2,4,3,3,1,Yes
2177,42,Male,Married,Sales,Sales Representative,3,Marketing,Travel_Rarely,12,Yes,5916,1,11,1,0,0,0,0,1,3,4,2,3,3,0,No
2179,56,Male,Single,Human Resources,Manager,1,Marketing,Travel_Rarely,1,Yes,16402,0,7,0,25,3,3,0,4,1,1,4,3,3,0,No
2180,42,Female,Divorced,Research & Development,Manufacturing Director,2,Technical Degree,Travel_Rarely,3,No,14962,1,14,7,1,0,1,1,3,3,1,3,3,4,0,No
2181,45,Female,Divorced,Research & Development,Research Scientist,3,Medical,Travel_Rarely,3,No,5168,2,1,4,6,6,1,5,3,4,4,3,2,3,0,No
2184,33,Female,Single,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,4,No,6278,0,0,0,15,1,4,4,2,2,1,3,3,3,0,No
2185,37,Male,Single,Sales,Sales Representative,1,Other,Travel_Rarely,10,Yes,4171,3,4,1,3,3,3,3,3,3,4,2,2,3,0,No
2186,35,Male,Married,Research & Development,Laboratory Technician,3,Technical Degree,Travel_Rarely,4,No,5007,0,16,0,2,2,2,2,1,2,4,3,3,3,0,No
2188,60,Female,Divorced,Human Resources,Manager,2,Medical,Travel_Rarely,4,Yes,16385,0,3,4,3,2,3,3,5,3,4,3,3,3,0,No
2192,34,Female,Married,Research & Development,Research Scientist,3,Medical,Travel_Rarely,5,Yes,5903,1,10,0,8,1,1,3,3,2,3,3,3,3,0,No
2194,31,Male,Married,Research & Development,Healthcare Representative,4,Medical,Travel_Frequently,16,No,5873,0,16,0,0,0,0,0,2,4,1,3,3,3,0,No
2199,32,Male,Single,Research & Development,Healthcare Representative,1,Medical,Travel_Rarely,1,No,6417,3,0,2,6,0,0,0,3,1,4,1,3,3,0,No
2200,43,Male,Single,Sales,Sales Representative,3,Life Sciences,Travel_Rarely,5,No,1503,0,18,1,11,2,4,0,2,4,3,3,3,3,0,No
2201,38,Female,Single,Research & Development,Laboratory Technician,4,Technical Degree,Travel_Rarely,5,No,1464,0,27,2,2,2,2,2,3,3,2,3,4,3,0,No
2202,35,Male,Divorced,Sales,Manager,2,Life Sciences,Travel_Rarely,5,Yes,19961,0,13,1,14,5,3,0,6,1,3,3,4,3,0,No
2203,44,Male,Divorced,Sales,Sales Representative,3,Medical,Travel_Rarely,1,Yes,3997,1,0,2,21,0,3,1,3,1,3,2,4,3,1,Yes
2204,29,Male,Married,Research & Development,Research Scientist,3,Marketing,Travel_Rarely,13,No,5863,0,5,6,9,2,9,6,4,3,4,2,4,4,0,No
2206,29,Female,Single,Research & Development,Healthcare Representative,4,Life Sciences,Travel_Rarely,4,No,6260,0,21,2,4,2,0,4,3,3,4,3,3,3,0,No
2207,41,Female,Married,Sales,Sales Representative,1,Life Sciences,Non-Travel,10,No,2559,2,9,5,0,0,0,0,3,4,4,3,4,3,0,No
2209,46,Female,Divorced,Research & Development,Research Scientist,2,Technical Degree,Travel_Rarely,3,Yes,6082,2,8,6,2,2,2,2,2,1,3,2,3,3,0,No
2211,47,Male,Married,Research & Development,Research Director,1,Medical,Non-Travel,20,No,13015,1,13,4,0,0,0,0,1,4,3,4,3,3,0,No
2215,23,Male,Single,Research & Development,Manufacturing Director,3,Medical,Travel_Rarely,10,No,13164,1,5,2,5,2,0,0,3,3,1,4,2,3,0,No
2217,38,Male,Single,Sales,Sales Executive,3,Technical Degree,Travel_Rarely,2,Yes,7482,1,12,2,3,3,3,3,4,2,4,3,2,3,0,No
2220,51,Male,Married,Human Resources,Manager,5,Life Sciences,Travel_Rarely,3,No,17354,2,16,1,1,1,0,0,3,2,1,3,4,3,0,No
2221,37,Female,Married,Sales,Sales Executive,4,Life Sciences,Travel_Rarely,20,No,4453,1,4,8,6,4,6,2,3,1,4,3,3,3,0,No
2222,38,Female,Single,Human Resources,Manager,2,Medical,Travel_Rarely,12,No,14812,0,1,0,5,5,2,4,2,3,2,3,3,3,0,No
2225,24,Male,Married,Sales,Sales Representative,3,Medical,Travel_Rarely,20,No,1543,0,17,1,5,5,0,0,3,3,2,3,3,3,0,No
2226,39,Female,Divorced,Sales,Manager,4,Life Sciences,Travel_Rarely,24,Yes,18747,0,0,1,3,3,2,0,4,3,2,3,3,3,0,No
2231,51,Male,Married,Research & Development,Healthcare Representative,1,Life Sciences,Travel_Rarely,1,No,6780,2,18,0,6,1,4,0,2,3,4,2,2,3,0,No
